STATBL_ID,DTACYCLE_CD,WRTTIME_IDTFR_ID,GRP_ID,GRP_NM,CLS_ID,CLS_NM,ITM_ID,ITM_NM,DTA_VAL,UI_NM,GRP_FULLNM,CLS_FULLNM,ITM_FULLNM,WRTTIME_DESC,STATBL_NM
A_2024_00204,HY,202202,,,510078,남구,100002,(지분반영주택수),139.0,호수,,울산>남구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510086,성남시,100002,(지분반영주택수),987.0,호수,,경기>성남시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510118,원주시,100002,(지분반영주택수),241.0,호수,,강원>원주시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510003,중구,100002,(지분반영주택수),511.0,호수,,서울>중구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510165,군산시,100002,(지분반영주택수),248.0,호수,,전북>군산시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510180,여수시,100002,(지분반영주택수),85.0,호수,,전남>여수시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510203,경주시,100002,(지분반영주택수),144.0,호수,,경북>경주시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510066,서구,100002,(지분반영주택수),70.0,호수,,광주>서구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510072,중구,100002,(지분반영주택수),114.0,호수,,대전>중구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510227,진주시,100002,(지분반영주택수),70.0,호수,,경남>진주시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510246,서귀포시,100002,(지분반영주택수),246.0,호수,,제주>서귀포시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520087,권선구,100002,(지분반영주택수),844.0,호수,,경기>수원시>권선구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520155,서원구,100002,(지분반영주택수),134.0,호수,,충북>청주시>서원구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520171,서북구,100002,(지분반영주택수),922.0,호수,,충남>천안시>서북구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520189,덕진구,100002,(지분반영주택수),84.0,호수,,전북>전주시>덕진구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520229,북구,100002,(지분반영주택수),97.0,호수,,경북>포항시>북구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520255,성산구,100002,(지분반영주택수),67.0,호수,,경남>창원시>성산구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510137,충주시,100002,(지분반영주택수),242.0,호수,,충북>충주시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510046,동구,100002,(지분반영주택수),100.0,호수,,대구>동구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510030,동구,100002,(지분반영주택수),171.0,호수,,부산>동구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510138,제천시,100002,(지분반영주택수),73.0,호수,,충북>제천시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510056,미추홀구,100002,(지분반영주택수),1093.0,호수,,인천>미추홀구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,500003,대구,100002,(지분반영주택수),853.0,호수,,대구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510079,동구,100002,(지분반영주택수),90.0,호수,,울산>동구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510087,의정부시,100002,(지분반영주택수),460.0,호수,,경기>의정부시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510119,강릉시,100002,(지분반영주택수),160.0,호수,,강원>강릉시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510004,용산구,100002,(지분반영주택수),1096.0,호수,,서울>용산구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510150,보령시,100002,(지분반영주택수),69.0,호수,,충남>보령시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510166,익산시,100002,(지분반영주택수),133.0,호수,,전북>익산시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510181,순천시,100002,(지분반영주택수),77.0,호수,,전남>순천시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510204,김천시,100002,(지분반영주택수),90.0,호수,,경북>김천시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510067,남구,100002,(지분반영주택수),46.0,호수,,광주>남구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510073,서구,100002,(지분반영주택수),170.0,호수,,대전>서구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510228,통영시,100002,(지분반영주택수),81.0,호수,,경남>통영시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520088,팔달구,100002,(지분반영주택수),999.0,호수,,경기>수원시>팔달구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520156,흥덕구,100002,(지분반영주택수),232.0,호수,,충북>청주시>흥덕구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520256,마산합포구,100002,(지분반영주택수),57.0,호수,,경남>창원시>마산합포구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510047,서구,100002,(지분반영주택수),26.0,호수,,대구>서구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510005,성동구,100002,(지분반영주택수),568.0,호수,,서울>성동구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510031,영도구,100002,(지분반영주택수),100.0,호수,,부산>영도구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510048,남구,100002,(지분반영주택수),83.0,호수,,대구>남구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510057,연수구,100002,(지분반영주택수),1119.0,호수,,인천>연수구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,500004,인천,100002,(지분반영주택수),7359.0,호수,,인천,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510080,북구,100002,(지분반영주택수),102.0,호수,,울산>북구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510088,안양시,100002,(지분반영주택수),646.0,호수,,경기>안양시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510120,동해시,100002,(지분반영주택수),43.0,호수,,강원>동해시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510151,아산시,100002,(지분반영주택수),1301.0,호수,,충남>아산시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510167,정읍시,100002,(지분반영주택수),55.0,호수,,전북>정읍시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510182,나주시,100002,(지분반영주택수),53.0,호수,,전남>나주시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510205,안동시,100002,(지분반영주택수),26.0,호수,,경북>안동시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510068,북구,100002,(지분반영주택수),79.0,호수,,광주>북구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510074,유성구,100002,(지분반영주택수),232.0,호수,,대전>유성구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510229,사천시,100002,(지분반영주택수),59.0,호수,,경남>사천시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520089,영통구,100002,(지분반영주택수),309.0,호수,,경기>수원시>영통구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520157,청원구,100002,(지분반영주택수),154.0,호수,,충북>청주시>청원구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520257,마산회원구,100002,(지분반영주택수),57.0,호수,,경남>창원시>마산회원구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510139,보은군,100002,(지분반영주택수),13.0,호수,,충북>보은군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510069,광산구,100002,(지분반영주택수),182.0,호수,,광주>광산구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510089,부천시,100002,(지분반영주택수),3939.0,호수,,경기>부천시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520091,수정구,100002,(지분반영주택수),159.0,호수,,경기>성남시>수정구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520258,진해구,100002,(지분반영주택수),121.0,호수,,경남>창원시>진해구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510140,옥천군,100002,(지분반영주택수),18.0,호수,,충북>옥천군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510121,태백시,100002,(지분반영주택수),13.0,호수,,강원>태백시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510152,서산시,100002,(지분반영주택수),355.0,호수,,충남>서산시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510168,남원시,100002,(지분반영주택수),24.0,호수,,전북>남원시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510183,광양시,100002,(지분반영주택수),86.0,호수,,전남>광양시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510206,구미시,100002,(지분반영주택수),206.0,호수,,경북>구미시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510006,광진구,100002,(지분반영주택수),417.0,호수,,서울>광진구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510032,부산진구,100002,(지분반영주택수),205.0,호수,,부산>부산진구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510049,북구,100002,(지분반영주택수),131.0,호수,,대구>북구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510058,남동구,100002,(지분반영주택수),977.0,호수,,인천>남동구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,500005,광주,100002,(지분반영주택수),396.0,호수,,광주,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510075,대덕구,100002,(지분반영주택수),92.0,호수,,대전>대덕구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510081,울주군,100002,(지분반영주택수),232.0,호수,,울산>울주군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510230,김해시,100002,(지분반영주택수),435.0,호수,,경남>김해시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510231,밀양시,100002,(지분반영주택수),38.0,호수,,경남>밀양시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520092,중원구,100002,(지분반영주택수),156.0,호수,,경기>성남시>중원구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510141,영동군,100002,(지분반영주택수),6.0,호수,,충북>영동군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510122,속초시,100002,(지분반영주택수),147.0,호수,,강원>속초시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510153,논산시,100002,(지분반영주택수),36.0,호수,,충남>논산시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510169,김제시,100002,(지분반영주택수),24.0,호수,,전북>김제시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510090,광명시,100002,(지분반영주택수),285.0,호수,,경기>광명시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510007,동대문구,100002,(지분반영주택수),366.0,호수,,서울>동대문구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510033,동래구,100002,(지분반영주택수),71.0,호수,,부산>동래구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510050,수성구,100002,(지분반영주택수),155.0,호수,,대구>수성구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510059,부평구,100002,(지분반영주택수),2030.0,호수,,인천>부평구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,500006,대전,100002,(지분반영주택수),700.0,호수,,대전,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510207,영주시,100002,(지분반영주택수),26.0,호수,,경북>영주시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510060,계양구,100002,(지분반영주택수),425.0,호수,,인천>계양구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510232,거제시,100002,(지분반영주택수),245.0,호수,,경남>거제시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520093,분당구,100002,(지분반영주택수),672.0,호수,,경기>성남시>분당구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510142,증평군,100002,(지분반영주택수),68.0,호수,,충북>증평군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510123,삼척시,100002,(지분반영주택수),14.0,호수,,강원>삼척시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510154,계룡시,100002,(지분반영주택수),21.0,호수,,충남>계룡시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510091,평택시,100002,(지분반영주택수),2069.0,호수,,경기>평택시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510185,곡성군,100002,(지분반영주택수),6.0,호수,,전남>곡성군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510208,영천시,100002,(지분반영주택수),63.0,호수,,경북>영천시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510008,중랑구,100002,(지분반영주택수),288.0,호수,,서울>중랑구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510034,남구,100002,(지분반영주택수),200.0,호수,,부산>남구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510051,달서구,100002,(지분반영주택수),143.0,호수,,대구>달서구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,500007,울산,100002,(지분반영주택수),655.0,호수,,울산,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510170,완주군,100002,(지분반영주택수),52.0,호수,,전북>완주군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510061,서구,100002,(지분반영주택수),959.0,호수,,인천>서구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510233,양산시,100002,(지분반영주택수),234.0,호수,,경남>양산시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520096,만안구,100002,(지분반영주택수),410.0,호수,,경기>안양시>만안구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510143,진천군,100002,(지분반영주택수),332.0,호수,,충북>진천군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510124,홍천군,100002,(지분반영주택수),27.0,호수,,강원>홍천군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510155,당진시,100002,(지분반영주택수),308.0,호수,,충남>당진시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510092,동두천시,100002,(지분반영주택수),239.0,호수,,경기>동두천시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510209,상주시,100002,(지분반영주택수),17.0,호수,,경북>상주시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510009,성북구,100002,(지분반영주택수),422.0,호수,,서울>성북구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510035,북구,100002,(지분반영주택수),66.0,호수,,부산>북구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510052,달성군,100002,(지분반영주택수),179.0,호수,,대구>달성군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,500008,세종,100002,(지분반영주택수),213.0,호수,,세종,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510171,진안군,100002,(지분반영주택수),7.0,호수,,전북>진안군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510062,강화군,100002,(지분반영주택수),31.0,호수,,인천>강화군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510234,의령군,100002,(지분반영주택수),4.0,호수,,경남>의령군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520097,동안구,100002,(지분반영주택수),236.0,호수,,경기>안양시>동안구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510144,괴산군,100002,(지분반영주택수),9.0,호수,,충북>괴산군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510125,횡성군,100002,(지분반영주택수),17.0,호수,,강원>횡성군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510093,안산시,100002,(지분반영주택수),3400.0,호수,,경기>안산시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510156,금산군,100002,(지분반영주택수),24.0,호수,,충남>금산군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510187,고흥군,100002,(지분반영주택수),21.0,호수,,전남>고흥군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510210,문경시,100002,(지분반영주택수),22.0,호수,,경북>문경시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510010,강북구,100002,(지분반영주택수),241.0,호수,,서울>강북구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510036,해운대구,100002,(지분반영주택수),465.0,호수,,부산>해운대구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,500009,경기,100002,(지분반영주택수),27635.0,호수,,경기,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510235,함안군,100002,(지분반영주택수),42.0,호수,,경남>함안군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510145,음성군,100002,(지분반영주택수),413.0,호수,,충북>음성군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,500010,강원,100002,(지분반영주택수),968.0,호수,,강원,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510094,고양시,100002,(지분반영주택수),1279.0,호수,,경기>고양시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510211,경산시,100002,(지분반영주택수),133.0,호수,,경북>경산시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510011,도봉구,100002,(지분반영주택수),218.0,호수,,서울>도봉구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510037,사하구,100002,(지분반영주택수),179.0,호수,,부산>사하구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510157,부여군,100002,(지분반영주택수),13.0,호수,,충남>부여군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510236,창녕군,100002,(지분반영주택수),16.0,호수,,경남>창녕군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510146,단양군,100002,(지분반영주택수),7.0,호수,,충북>단양군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510127,평창군,100002,(지분반영주택수),66.0,호수,,강원>평창군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,500011,충북,100002,(지분반영주택수),1785.0,호수,,충북,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510095,과천시,100002,(지분반영주택수),152.0,호수,,경기>과천시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510189,화순군,100002,(지분반영주택수),9.0,호수,,전남>화순군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510012,노원구,100002,(지분반영주택수),339.0,호수,,서울>노원구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510038,금정구,100002,(지분반영주택수),83.0,호수,,부산>금정구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510158,서천군,100002,(지분반영주택수),11.0,호수,,충남>서천군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510237,고성군,100002,(지분반영주택수),13.0,호수,,경남>고성군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510128,정선군,100002,(지분반영주택수),6.0,호수,,강원>정선군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,500012,충남,100002,(지분반영주택수),3860.0,호수,,충남,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510096,구리시,100002,(지분반영주택수),96.0,호수,,경기>구리시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510213,의성군,100002,(지분반영주택수),9.0,호수,,경북>의성군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510013,은평구,100002,(지분반영주택수),659.0,호수,,서울>은평구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510039,강서구,100002,(지분반영주택수),73.0,호수,,부산>강서구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510159,청양군,100002,(지분반영주택수),6.0,호수,,충남>청양군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510238,남해군,100002,(지분반영주택수),5.0,호수,,경남>남해군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,520103,상록구,100002,(지분반영주택수),998.0,호수,,경기>안산시>상록구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,500013,전북,100002,(지분반영주택수),762.0,호수,,전북,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510160,홍성군,100002,(지분반영주택수),69.0,호수,,충남>홍성군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510097,남양주시,100002,(지분반영주택수),560.0,호수,,경기>남양주시,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510191,강진군,100002,(지분반영주택수),5.0,호수,,전남>강진군,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510014,서대문구,100002,(지분반영주택수),909.0,호수,,서울>서대문구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
A_2024_00204,HY,202202,,,510040,연제구,100002,(지분반영주택수),61.0,호수,,부산>연제구,(지분반영주택수),2022년 하반기,지역별 외국인주택소유현황_공동주택
